Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(BNB),Value_OUT(BNB),CurrentValue @ $372.11/BNB,TxnFee(BNB),TxnFee(USD),Historical $Price/BNB,Status,ErrCode,Method
0xcbe0f2b00294b5263395128263d419416806387544d6006831e3252abe12e13e,14242094,1641813978,1/10/2022 11:26,0x342fb80b04837754825349ffd551a19642bbda62,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x9c2de3b5d457c5949ee3eae0599690d682b75b579bec0a02b800e3f2b68b7739,14242142,1641814122,1/10/2022 11:28,0x2efd28410e1ad8eec6a4cee1f683add6c151f15d,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x2020a97f1049cc25330ec44121583e75f32c0ad9c996f24ba0abaafc96d051f4,14242150,1641814146,1/10/2022 11:29,0x75f99a1041c3083ef4e5b8f7ddd66b72d1f6f797,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x00fb5c941a1e33687f3bbc17c93702eda42b4136a6461a0bec8b711e217aed33,14242178,1641814230,1/10/2022 11:30,0x0dc5d430c3823b390c6c840df8f6d7c723f1d126,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x1af74c518682c1b3c7991fa1b7f0d3d0aa1847ad70f4e4aa6b41f73195097eaa,14242199,1641814293,1/10/2022 11:31,0x0503d71603c698a17e826ef15d3348a022f4c327,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x1bca3b2379c0488dd76af825640f4d2190e5dbf357b33a0a37c703a862669e19,14242250,1641814446,1/10/2022 11:34,0x43e963487cd3599e8f58cfe9e34b2eed59451e97,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x60ae5a7e75d941b7f383260170c56f14eb71efd73ff84714a2ce36e3211fb08f,14242336,1641814704,1/10/2022 11:38,0x63dec9dff3f7890c3d930b5e741f66c9502ec9de,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xbf553ef306a88e41f10a5431b530c8880080fed3c2f7ec2722d025871871f676,14242454,1641815058,1/10/2022 11:44,0xee360206fd12f2c4e5a367c793bb8ea6a0ab7d99,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xfb12c58550040fda3434ba8e2d7b86b7044a2806d57eecaf67d997be74c1d638,14242489,1641815163,1/10/2022 11:46,0xb752941b4e36bfd89283467883f66068b9c2fbeb,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xd73558ce9c1bd6cc0715150da169c203b39bf7e20e074c17efe4a8eda160faea,14242525,1641815271,1/10/2022 11:47,0x978e0415d0223027cd66a2d3186c9725d90113e3,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x2b3ec931a008278564b7fda761e526839d82ccede3ef5983fbeeb7db2c988637,14242603,1641815505,1/10/2022 11:51,0xbbda3cb33797f9cde75c2ab14ff2761e40a9845e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x0496fccad14930a42d9d43c2a37a07a400ec80beacdf16867510460ae7b766dd,14242859,1641816273,1/10/2022 12:04,0x6b27f6163964dc8093063b3382c32544fc0ba5f4,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x3cc7f2c54177dc60cb03037b89116bb1f03b3fafdb1a896bcd7f55244f879002,14242865,1641816291,1/10/2022 12:04,0xfdea434aaa2668b0badc32502e41b2d5cda88cfd,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xcb68a50ce45d58b57d2de808317465e4172afe98d266fa4869c99e838fd2b31f,14242915,1641816441,1/10/2022 12:07,0xe5849563ae7b71e4cadb4e81f14c56c3cb246e3e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x6e7c3b823a2dd15bdf7a8c142df575b73819f2324e623cb1970bbb358319c9d2,14242933,1641816495,1/10/2022 12:08,0x59b2447469eab87b1a501c7dbea4931ddc386fde,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xb297290b69c175f16c661bea841e04813989dbe4eb15f05edb90f54983c1fe4f,14242946,1641816534,1/10/2022 12:08,0xf44885e6cd651d5b66401d9532c9f8386c8b6790,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x5309840ee268baf7dd53a95512565005cff4101ef6c2003a2f848caffad9c67f,14242949,1641816543,1/10/2022 12:09,0xcb16f78e18f328d8ef1fd342465afa60c7f4e0ee,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x1f64ba54b7df8f8b6211903b0cf350700476c76892bfcaa1c0cc6c776d87e846,14242998,1641816690,1/10/2022 12:11,0x4b3f84e844d93cbc4b00768d43cd2403a7f823ae,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xb63c8d49c0b01bf110e921a38eb74905bb43eb97c1942b4428224d3a92ed0289,14242999,1641816693,1/10/2022 12:11,0x422d26bfdccce08cbe1dc1d0635e50c8881ced4e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xbb1d8b8c2c4b134d32d554ec0d764f649db4ad7c0a3ebf4e867ea903f2c49686,14243061,1641816879,1/10/2022 12:14,0xcca607e17e2502150f81a63b1663cbd234cd41b7,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x11c7b318cd8a5364b89d7f2899bc96657985760016bd9297fa90a3ced445fcb8,14243101,1641816999,1/10/2022 12:16,0x1dc4d8e42c85e2f2711a4c964c915177f31a7bb7,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x757e5bac3dad35f588191792b5c186d382e1fe7b9569200fda4205b78d83b5d0,14243113,1641817035,1/10/2022 12:17,0xc267748b2be047fa54883963567b114446d12408,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x53405210467c3f29c569afad294c239f2355ec5254f6daeec41aa39ba893c747,14243138,1641817110,1/10/2022 12:18,0x92960c3b64b06bea7fc7b183f2b2a42c3450d4dd,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xaad16d78f7b806330eea6ea7b1b9b4a7a6447da35df5b59b74b50e23d8d3dd0b,14243182,1641817242,1/10/2022 12:20,0x99dc28a059ca9fff129e79d4c7b4e12d96039c57,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x815fe48b8fb1cb9d654cea767ef03755d6d85c130818b0c08cc976aedd9cb0e3,14243259,1641817473,1/10/2022 12:24,0x34b16e2a8bc7260f34464298e2979d00409b54f8,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x23805dc03dcb6433d6cf7afa6e02f06432de11c57f738e34b3f7e72ffe6bd6bf,14243298,1641817590,1/10/2022 12:26,0x17739bda9fbca2cc628d746ce3647922c1e29673,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x7d85d4251871b1f4d7023f08753dee3a4ecb60530a74a612629c7a686871c505,14243376,1641817824,1/10/2022 12:30,0x12e6a73c18eec76f46e8b00ea8027549a19ce14d,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x344ba14ff7337103780da84bf55df8d0d7118ef22b8b9a8ebd14b27f82b6809f,14243376,1641817824,1/10/2022 12:30,0x2bc7982cdca69fc9840d6dd69e966f695218df5e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x0f9edca05aa395d14b94dcaa3019b17a177b84b8764b81c2dba3a9d217d02a0b,14243391,1641817869,1/10/2022 12:31,0x2bc7982cdca69fc9840d6dd69e966f695218df5e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00012626,0.046982609,425.03,,,Approve
0x2b310eac5ab2a89082185ddd422814a4d1c310670c02447d698d464ee2b44567,14243467,1641818097,1/10/2022 12:34,0x64957bf8965fccfaba86fffe75dd3f49a447a283,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xe9a4ba5f89159e1b4e24c45098715126e65baa5b35990cda08654fcaa738055f,14243523,1641818265,1/10/2022 12:37,0xd6b09f1d6b1f35c2ff09651c221663bce4993204,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xcc35ec823065ba7a54606057313601866871a0203b7358d1fb4153362c62147e,14243545,1641818331,1/10/2022 12:38,0xb9558926c1f9b568d8197e6882715ead09344a12,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x4e264dd0f14967cdf9f463a34d703f5d308d311e816cefc7aef9166b14852e14,14243675,1641818721,1/10/2022 12:45,0x1a7611c0171d668f90caca56e4327a5bcda5590c,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xbeace9ab7dac979d3c8b615bc9bdc9327c4e088daa680bacf194f44952c027a0,14243694,1641818778,1/10/2022 12:46,0x509228837c4f1b3324910379e468668cfe65b88f,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x3d093ad3e9b968b9b037b97d1ea527d50960648611b6f1ca9d0071c897c45185,14243705,1641818811,1/10/2022 12:46,0x324d1e3ebef86cb5887e3033c5111ccbfe9d6e79,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x659aa52882dde711d0cd07df0622699620d907962cb31238e77d4042ad47165d,14243952,1641819552,1/10/2022 12:59,0xf50cf06caf5dc4c1ad2ee60b236a0e5718529e9a,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x9d8316189eff1ddaa6fd362a659d279c200291cd76574d9c0c28be7af6ed1b2e,14243985,1641819651,1/10/2022 13:00,0xe5b3279be1cabad065c942f0f98f76d4a9e677d9,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x9bfdb7e0581b3bbda796849e973dfa698e98d4a9f734bd3f381053464c2b6930,14244155,1641820161,1/10/2022 13:09,0x566f53ed81935a8b7fb5815dbd4eb3ec9e9c76e8,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x206b776e75116e6a46a25f377b061ce89601d66a4999567c02b2569e9cbdd210,14244181,1641820239,1/10/2022 13:10,0xd61f89b1d59354fb15366fd75c77846be97ba352,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xa9f00ec70b7776b6b75899fdc4e9a7bae796c0e61b7ca5babec39f48e0ea0f2a,14244244,1641820428,1/10/2022 13:13,0xcb884237128c3c703f2961eba1823c0a6ce5b086,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x12c876bb2641966cbe5d9f1d2b8b06ade8446843f1dc63a59c28c527cbb52b79,14244248,1641820440,1/10/2022 13:14,0xcb884237128c3c703f2961eba1823c0a6ce5b086,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00012626,0.046982609,425.03,,,Approve
0x86483d90821e30ca035429ea60296ff4ef9fa1a5d09ed6fcadebdd8e01517546,14244265,1641820491,1/10/2022 13:14,0x56d30e1ac1edac3dee590471f02d5aaa678a4397,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x39044b804ac354d6b4668c639216f2261f28291ea7a2cf7d84bf85e31a72ce75,14244278,1641820530,1/10/2022 13:15,0xbc7c98bd8c68dd4697622af3348de6c2aabc8736,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x8446c3d0dd3ecb6080ca0effa7ad1b4e6878a326375616c68b6460f3e0c9e5ed,14244387,1641820857,1/10/2022 13:20,0xd5a5cbb2c496959536ffe2a6ade24ddb0d837d9f,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x79ee98a2632f2938e2e50ab4f983bdd11658b3d516f206929783a494d739123a,14244415,1641820941,1/10/2022 13:22,0xbe23d6611df520a94c0faadb5ccd58ad69a24cb0,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x618e0a20018bbbdb337c79566fb478be96cf508bd9d984dc930e25420cdbc887,14244457,1641821067,1/10/2022 13:24,0x84670e3e4055333d2e8c06e20882321a80f28199,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x0cee3f2c1d043f5cf54fdcf9173486c5c4cc8fb20e27be6e23fda40ce37ab32e,14244535,1641821301,1/10/2022 13:28,0xcf2001a16b69543fd4bfb54f1d4528b6c5307a3b,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x47d0b7543daf0f59bed84885dff3b00221d237461519c68ee2b25a37a03a06f8,14244615,1641821541,1/10/2022 13:32,0x75cea6cfedeb96d4722228a24683ef2c20e7b00e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x1a9044b0cd448151374f1c5eaf58e8df91b64661ef3ca87bb73aa4a6d0a36848,14244655,1641821661,1/10/2022 13:34,0xafeb6388158263744eb9fe966bb65e7676e98552,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x11d65b7ac5a24542306c1a0c6ee22ceabdb35ecaf348f59e6ef206062f4be9f8,14244843,1641822225,1/10/2022 13:43,0x88fb9a73637817ceee100efb61ea1ceaf177dd62,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x213e3d4f7eb7b107545a9d770d20012d1ad820f684750ad71fbe8ba76fc6a58b,14244854,1641822258,1/10/2022 13:44,0x4a2fefdfe2ea271d401aa934e4385bf580f774f1,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x235b89d3d99965c4e82f5cb198def5431a7e597c2dbebc8159b6a90d193a67a6,14244875,1641822321,1/10/2022 13:45,0xf8f932b9037d4e5e4cadf49e0682af32300c5291,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xfae85cd316c72e46b46c1aeb4fea74a17aba247de3b3c56f6744ca6e7fa23749,14244900,1641822396,1/10/2022 13:46,0x9c81b5eb4587de537de1492da6141146765c0418,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x900f7de576892cedceabb60b07fdb4f052952c54ce47abb5b1f8ac44df2a4c8f,14244967,1641822597,1/10/2022 13:49,0x209bff63c1413583784e4812288ac2f1e530a7da,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x173b82ba74c1f68736250d0e9114ec25108941adc12a7b04eacffd91eca2b61c,14244970,1641822606,1/10/2022 13:50,0x209bff63c1413583784e4812288ac2f1e530a7da,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00012626,0.046982609,425.03,,,Approve
0x127cda1ac4e06b4c4a23107e894cd29eeb5b430930aec5631d8c522312b23717,14245006,1641822714,1/10/2022 13:51,0xe80070a21ac90a0522f0f3549ae3d9f5230f7927,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xf00ebd9880aac5569bbe1ee8df9ba4a8e3773a636a98c3d62f330a8467363f08,14245091,1641822969,1/10/2022 13:56,0xcf3ff972763b8a3d76fc4c2a9c984edb7b6a64f8,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x35bb1443575de68ae781fcda407aff72b82a7324dd05efe809cbc0a4fcfbd417,14245305,1641823611,1/10/2022 14:06,0xf87228b7e3842a7b9225d1812d7915d36af5382a,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xe488a8f6bb3b16bd5c0ff0dd6fca740a489383ca60e0fa83d5728db7938653ae,14245432,1641823992,1/10/2022 14:13,0xbc097bcd67adf0f2068f7120eb202e18602503dc,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x98dcddc9e58a777eb9af5892ea5b45f2057be4b40dd16e67fd357435d0e0eb57,14245638,1641824610,1/10/2022 14:23,0x979f8b6dd6a9cbea07d49ee504bf60d7def20f7d,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x769b0d6bdce60f27d057371ddd9747253d98c46e255006e299dbd5b6a085c69d,14245690,1641824766,1/10/2022 14:26,0x6c428b4a5f1478278399481ac9f1d4f0fa0d7404,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x3271af9c62c23718d45284e93732ae9d420d681a49dfd6c72c60d616a9be036e,14245787,1641825062,1/10/2022 14:31,0xe83330bf2ecee4036bdfbd7ff7806739ef523384,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x65d066dba8c6c88a571aeb555d5ce80a3bb06d9602f908b433e0c116542efe61,14245965,1641825596,1/10/2022 14:39,0x92ea3779aec3e09e385fd718f389123a02b14713,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x537f445b2bcd484c480afbb914d22450ef4b2b10234e3aeac3ef5331873a6d91,14246043,1641825830,1/10/2022 14:43,0xe1e886d578b1ad32280b6c64ba52ed48f96c5b58,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xce8f3a233f6410529fe57f67fcf535d00f29aa813cc525684af09481bacd269a,14246314,1641826646,1/10/2022 14:57,0x8c41415d02f210e2cb736ef15a977b6c46cc64b4,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x8b7bcc08abad233a7ec3416d34ab12b96efa5f78bda0964fba88eb29ec402364,14246359,1641826782,1/10/2022 14:59,0x5abefb43dd981de409e58b13d7ad299d0b6f693f,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x144f77154a73d10944101d838b65fbb2c9e5d2bf768965576a120175c2e7a68a,14246361,1641826788,1/10/2022 14:59,0x0cc4887cd2e7eae2aa04ef6b0c1025a46fb1bfcb,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x2d190447a748f02f3def61175550982ab573c6b86f876ad867d24f474ff2a269,14246379,1641826842,1/10/2022 15:00,0x0bfcaef9d3eec80ead1e7077ba5d3c10bffa8b53,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x6a65341476227604f2acf381f4171e86874269a70182a5f1ba12dbf3136aac46,14246380,1641826845,1/10/2022 15:00,0xd4d50342c08b5f2d283709c4f30b14412a01f89f,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x539563042a1e2a80acfa016fd7d9c80ae329ecae98a6c5312540eef7f0288ea9,14246394,1641826887,1/10/2022 15:01,0xf2cd22bd2bd655b1469ff1c41d019aed2b6ec735,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x5eb110fc14c5d0f4647966ef5d2daa593a3557bc6346fc4d1fa581bba2412059,14246397,1641826896,1/10/2022 15:01,0x1facf51d5c39ac6456b376f4830315f6c9171bb8,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xad89d75f8ce2df3db93ded6c1f0780a1973b346239f926a48f8bc56bf9d8b65f,14246402,1641826911,1/10/2022 15:01,0xb0180b561cc206050a9f46dd92dc492ad1ab9457,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xacc4283085bcf4541b7ff997d4c14ce8d0c217c06bfdb525d259816e4deb5088,14246483,1641827154,1/10/2022 15:05,0x47340123e0b494d1bb490816b4cac53a3d72d2f8,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xa9f75e8ea3b93f0c336d46b2c97208976c4a1ba0f24f8ca095cceedaf6265f7f,14246490,1641827175,1/10/2022 15:06,0x3d9163975fb9beadd4d3466f89e038eaf2ced7af,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x36d5083423cc7d198eed5dddd4fffcc51e3b3e44e3447ca3d0b8444482393eec,14246545,1641827340,1/10/2022 15:09,0xd57e5adb72156cfba34d6e2f62edf2b6a11eb55e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xe234cc63774b542c98bc91225d12206e3ea1a772a29204a885df7e9630775805,14246547,1641827346,1/10/2022 15:09,0x3e2524eef486533fefbfd221498ff6a96530a964,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x82ebe2cd20c0f8c2c61af2f5b50e82ad85b5deff5fb7ecd3781cf8438ca9ff7f,14246573,1641827424,1/10/2022 15:10,0x1528b4ba3a2445b16a03d9c481acbf7d51f7d8ac,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xb01298a1dea3054b9adbaafd69aa8af3a4f11aa2a0eb957a9c1b8275c3174bff,14246644,1641827637,1/10/2022 15:13,0x9e20f1e07b7ec84df782dfdf54dd2da144047725,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xb18e1614a77832dd5580fef55ade06dd1cda5e7f05a8d43a6a592b92faee2d57,14246663,1641827694,1/10/2022 15:14,0x7be73921626702d045b69e47ba029572b5d0f768,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xb4815580da79c52a25e7925669fd60ea8701358483725a5f5149479fc6e0eb20,14246666,1641827703,1/10/2022 15:15,0x7cf957174fda8fecb811c906fc612d2bbfd40b8e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x62afea175f9806d809559638c6de69542ff5b2738a4ec24e5d8eb3c038c9195d,14246677,1641827736,1/10/2022 15:15,0x87f39942fff768b99d648efb8800a3502204fff2,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xb95921c3136ddf76b1fac349de3026ead61aaa4ebe13e84030e62c91636c3b04,14246686,1641827763,1/10/2022 15:16,0x396f1690ba7e65ef4bdb73087b5cc03a1609b41c,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xcc4f74252a25433c9b5b6eeeeef56501fd7e08b1ec3c19982277d73a61e8e72f,14246714,1641827847,1/10/2022 15:17,0xa1dce03c51b0ac5860cc1176dea560ef75301ab5,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xf10d37fc7bb188e8541613327e321583ad8c521aade4c0db5d43b7f9a916be63,14246736,1641827913,1/10/2022 15:18,0x2598651d7337692a7770401c9b8945621f8e441e,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x0f007434ce74e4d6126bcb7e139b82eecf0f65f91f2ff57df1805b40f48687a7,14246754,1641827967,1/10/2022 15:19,0xc1e7f3ceca043d21774495d2e814e96fd3d522e7,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xac346e8136f2432ce12db8af7f1195bcb8df6d36ab2b044810d7b6a4e28aa595,14246761,1641827988,1/10/2022 15:19,0x32ead0cd17bc5513439bcbd26fc9d669ea63d5e2,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x99c3223deff1102b201cef27358a474dc5eac754b72c895d80aebb157d490690,14246795,1641828090,1/10/2022 15:21,0x501a42174a27896cb53bb5bb8c4dbfaee6b870c1,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x5c310b1215b71581692031779fd80354394561fb5afe73203124d7796365e32c,14246796,1641828093,1/10/2022 15:21,0xf04847ea3da18080b4096d1b1d16f969ebda4685,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0x0ef2058962732ef28e1dfbdff9175b9b988f67d7e707fe079bfb03e60eb6bf16,14246898,1641828399,1/10/2022 15:26,0x2900015334cb4c1f13276bf5c29a0a8c2db8b68d,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
0xa3052ae8e291123a0c50538106ea9fd79292055d2d7e277c90726fa1e7d6fa1d,14246914,1641828447,1/10/2022 15:27,0xb8652e1e6ea787e48497aa841e45d6594ab0cda6,0x0999ba9aea33dca5b615ffc9f8f88d260eab74f1,,0,0,0,0.00022226,0.082705169,425.03,,,Approve
